Enter Input Clock in MHZ
Enable boundary check? (y/n)
P	M	N	CLK
8 	 19 	 206 	 33.88157894736842 MHZ
8 	 19 	 207 	 34.046052631578945 MHZ
8 	 19 	 208 	 34.21052631578947 MHZ
8 	 19 	 209 	 34.375 MHZ
8 	 19 	 210 	 34.53947368421053 MHZ
8 	 19 	 211 	 34.703947368421055 MHZ
8 	 19 	 212 	 34.86842105263158 MHZ
8 	 19 	 213 	 35.0328947368421 MHZ
8 	 19 	 214 	 35.19736842105263 MHZ
8 	 19 	 215 	 35.36184210526316 MHZ
8 	 19 	 216 	 35.526315789473685 MHZ
8 	 19 	 217 	 35.69078947368421 MHZ
8 	 19 	 218 	 35.85526315789474 MHZ
8 	 19 	 219 	 36.01973684210526 MHZ
8 	 19 	 220 	 36.18421052631579 MHZ
8 	 19 	 221 	 36.348684210526315 MHZ
8 	 19 	 222 	 36.51315789473684 MHZ
8 	 19 	 223 	 36.67763157894737 MHZ
8 	 19 	 224 	 36.8421052631579 MHZ
8 	 19 	 225 	 37.00657894736842 MHZ
8 	 19 	 226 	 37.171052631578945 MHZ
8 	 19 	 227 	 37.33552631578947 MHZ
8 	 19 	 228 	 37.5 MHZ
8 	 19 	 229 	 37.66447368421053 MHZ
8 	 19 	 230 	 37.828947368421055 MHZ
8 	 19 	 231 	 37.99342105263158 MHZ
8 	 19 	 232 	 38.1578947368421 MHZ
8 	 19 	 233 	 38.32236842105263 MHZ
8 	 19 	 234 	 38.48684210526316 MHZ
8 	 19 	 235 	 38.651315789473685 MHZ
8 	 19 	 236 	 38.81578947368421 MHZ
8 	 19 	 237 	 38.98026315789474 MHZ
8 	 19 	 238 	 39.14473684210526 MHZ
8 	 19 	 239 	 39.30921052631579 MHZ
8 	 19 	 240 	 39.473684210526315 MHZ
8 	 19 	 241 	 39.63815789473684 MHZ
8 	 19 	 242 	 39.80263157894737 MHZ
8 	 19 	 243 	 39.9671052631579 MHZ
8 	 19 	 244 	 40.13157894736842 MHZ
8 	 19 	 245 	 40.296052631578945 MHZ
8 	 19 	 246 	 40.46052631578947 MHZ
8 	 19 	 247 	 40.625 MHZ
8 	 19 	 248 	 40.78947368421053 MHZ
8 	 19 	 249 	 40.953947368421055 MHZ
8 	 19 	 250 	 41.11842105263158 MHZ
8 	 19 	 251 	 41.2828947368421 MHZ
8 	 19 	 252 	 41.44736842105263 MHZ
8 	 19 	 253 	 41.61184210526316 MHZ
8 	 19 	 254 	 41.776315789473685 MHZ
8 	 19 	 255 	 41.94078947368421 MHZ
8 	 19 	 256 	 42.10526315789474 MHZ
8 	 19 	 257 	 42.26973684210526 MHZ
8 	 19 	 258 	 42.43421052631579 MHZ
8 	 19 	 259 	 42.598684210526315 MHZ
8 	 19 	 260 	 42.76315789473684 MHZ
8 	 19 	 261 	 42.92763157894737 MHZ
8 	 19 	 262 	 43.0921052631579 MHZ
8 	 19 	 263 	 43.25657894736842 MHZ
8 	 19 	 264 	 43.421052631578945 MHZ
8 	 19 	 265 	 43.58552631578947 MHZ
8 	 19 	 266 	 43.75 MHZ
8 	 19 	 267 	 43.91447368421053 MHZ
8 	 19 	 268 	 44.078947368421055 MHZ
8 	 19 	 269 	 44.24342105263158 MHZ
8 	 19 	 270 	 44.4078947368421 MHZ
8 	 19 	 271 	 44.57236842105263 MHZ
8 	 19 	 272 	 44.73684210526316 MHZ
8 	 19 	 273 	 44.901315789473685 MHZ
8 	 19 	 274 	 45.06578947368421 MHZ
8 	 19 	 275 	 45.23026315789474 MHZ
8 	 19 	 276 	 45.39473684210526 MHZ
8 	 19 	 277 	 45.55921052631579 MHZ
8 	 19 	 278 	 45.723684210526315 MHZ
8 	 19 	 279 	 45.88815789473684 MHZ
8 	 19 	 280 	 46.05263157894737 MHZ
8 	 19 	 281 	 46.2171052631579 MHZ
8 	 19 	 282 	 46.38157894736842 MHZ
8 	 19 	 283 	 46.546052631578945 MHZ
8 	 19 	 284 	 46.71052631578947 MHZ
8 	 19 	 285 	 46.875 MHZ
8 	 19 	 286 	 47.03947368421053 MHZ
8 	 19 	 287 	 47.203947368421055 MHZ
8 	 19 	 288 	 47.36842105263158 MHZ
8 	 19 	 289 	 47.5328947368421 MHZ
8 	 19 	 290 	 47.69736842105263 MHZ
8 	 19 	 291 	 47.86184210526316 MHZ
8 	 19 	 292 	 48.026315789473685 MHZ
8 	 19 	 293 	 48.19078947368421 MHZ
8 	 19 	 294 	 48.35526315789474 MHZ
8 	 19 	 295 	 48.51973684210526 MHZ
8 	 19 	 296 	 48.68421052631579 MHZ
8 	 19 	 297 	 48.848684210526315 MHZ
8 	 19 	 298 	 49.01315789473684 MHZ
8 	 19 	 299 	 49.17763157894737 MHZ
8 	 19 	 300 	 49.3421052631579 MHZ
8 	 19 	 301 	 49.50657894736842 MHZ
8 	 19 	 302 	 49.671052631578945 MHZ
8 	 19 	 303 	 49.83552631578947 MHZ
8 	 19 	 304 	 50.0 MHZ
8 	 19 	 305 	 50.16447368421053 MHZ
8 	 19 	 306 	 50.328947368421055 MHZ
8 	 19 	 307 	 50.49342105263158 MHZ
8 	 19 	 308 	 50.6578947368421 MHZ
8 	 19 	 309 	 50.82236842105263 MHZ
8 	 19 	 310 	 50.98684210526316 MHZ
8 	 19 	 311 	 51.151315789473685 MHZ
8 	 19 	 312 	 51.31578947368421 MHZ
8 	 19 	 313 	 51.48026315789474 MHZ
8 	 19 	 314 	 51.64473684210526 MHZ
8 	 19 	 315 	 51.80921052631579 MHZ
8 	 19 	 316 	 51.973684210526315 MHZ
8 	 19 	 317 	 52.13815789473684 MHZ
8 	 19 	 318 	 52.30263157894737 MHZ
8 	 19 	 319 	 52.4671052631579 MHZ
8 	 19 	 320 	 52.63157894736842 MHZ
8 	 19 	 321 	 52.796052631578945 MHZ
8 	 19 	 322 	 52.96052631578947 MHZ
8 	 19 	 323 	 53.125 MHZ
8 	 19 	 324 	 53.28947368421053 MHZ
8 	 19 	 325 	 53.453947368421055 MHZ
8 	 19 	 326 	 53.61842105263158 MHZ
8 	 19 	 327 	 53.7828947368421 MHZ
8 	 19 	 328 	 53.94736842105263 MHZ
8 	 20 	 192 	 30.0 MHZ
8 	 20 	 193 	 30.15625 MHZ
8 	 20 	 194 	 30.3125 MHZ
8 	 20 	 195 	 30.46875 MHZ
8 	 20 	 196 	 30.625 MHZ
8 	 20 	 197 	 30.78125 MHZ
8 	 20 	 198 	 30.9375 MHZ
8 	 20 	 199 	 31.09375 MHZ
8 	 20 	 200 	 31.25 MHZ
8 	 20 	 201 	 31.40625 MHZ
8 	 20 	 202 	 31.5625 MHZ
8 	 20 	 203 	 31.71875 MHZ
8 	 20 	 204 	 31.875 MHZ
8 	 20 	 205 	 32.03125 MHZ
8 	 20 	 206 	 32.1875 MHZ
8 	 20 	 207 	 32.34375 MHZ
8 	 20 	 208 	 32.5 MHZ
8 	 20 	 209 	 32.65625 MHZ
8 	 20 	 210 	 32.8125 MHZ
8 	 20 	 211 	 32.96875 MHZ
8 	 20 	 212 	 33.125 MHZ
8 	 20 	 213 	 33.28125 MHZ
8 	 20 	 214 	 33.4375 MHZ
8 	 20 	 215 	 33.59375 MHZ
8 	 20 	 216 	 33.75 MHZ
8 	 20 	 217 	 33.90625 MHZ
8 	 20 	 218 	 34.0625 MHZ
8 	 20 	 219 	 34.21875 MHZ
8 	 20 	 220 	 34.375 MHZ
8 	 20 	 221 	 34.53125 MHZ
8 	 20 	 222 	 34.6875 MHZ
8 	 20 	 223 	 34.84375 MHZ
8 	 20 	 224 	 35.0 MHZ
8 	 20 	 225 	 35.15625 MHZ
8 	 20 	 226 	 35.3125 MHZ
8 	 20 	 227 	 35.46875 MHZ
8 	 20 	 228 	 35.625 MHZ
8 	 20 	 229 	 35.78125 MHZ
8 	 20 	 230 	 35.9375 MHZ
8 	 20 	 231 	 36.09375 MHZ
8 	 20 	 232 	 36.25 MHZ
8 	 20 	 233 	 36.40625 MHZ
8 	 20 	 234 	 36.5625 MHZ
8 	 20 	 235 	 36.71875 MHZ
8 	 20 	 236 	 36.875 MHZ
8 	 20 	 237 	 37.03125 MHZ
8 	 20 	 238 	 37.1875 MHZ
8 	 20 	 239 	 37.34375 MHZ
8 	 20 	 240 	 37.5 MHZ
8 	 20 	 241 	 37.65625 MHZ
8 	 20 	 242 	 37.8125 MHZ
8 	 20 	 243 	 37.96875 MHZ
8 	 20 	 244 	 38.125 MHZ
8 	 20 	 245 	 38.28125 MHZ
8 	 20 	 246 	 38.4375 MHZ
8 	 20 	 247 	 38.59375 MHZ
8 	 20 	 248 	 38.75 MHZ
8 	 20 	 249 	 38.90625 MHZ
8 	 20 	 250 	 39.0625 MHZ
8 	 20 	 251 	 39.21875 MHZ
8 	 20 	 252 	 39.375 MHZ
8 	 20 	 253 	 39.53125 MHZ
8 	 20 	 254 	 39.6875 MHZ
8 	 20 	 255 	 39.84375 MHZ
8 	 20 	 256 	 40.0 MHZ
8 	 20 	 257 	 40.15625 MHZ
8 	 20 	 258 	 40.3125 MHZ
8 	 20 	 259 	 40.46875 MHZ
8 	 20 	 260 	 40.625 MHZ
8 	 20 	 261 	 40.78125 MHZ
8 	 20 	 262 	 40.9375 MHZ
8 	 20 	 263 	 41.09375 MHZ
8 	 20 	 264 	 41.25 MHZ
8 	 20 	 265 	 41.40625 MHZ
8 	 20 	 266 	 41.5625 MHZ
8 	 20 	 267 	 41.71875 MHZ
8 	 20 	 268 	 41.875 MHZ
8 	 20 	 269 	 42.03125 MHZ
8 	 20 	 270 	 42.1875 MHZ
8 	 20 	 271 	 42.34375 MHZ
8 	 20 	 272 	 42.5 MHZ
8 	 20 	 273 	 42.65625 MHZ
8 	 20 	 274 	 42.8125 MHZ
8 	 20 	 275 	 42.96875 MHZ
8 	 20 	 276 	 43.125 MHZ
8 	 20 	 277 	 43.28125 MHZ
8 	 20 	 278 	 43.4375 MHZ
8 	 20 	 279 	 43.59375 MHZ
8 	 20 	 280 	 43.75 MHZ
8 	 20 	 281 	 43.90625 MHZ
8 	 20 	 282 	 44.0625 MHZ
8 	 20 	 283 	 44.21875 MHZ
8 	 20 	 284 	 44.375 MHZ
8 	 20 	 285 	 44.53125 MHZ
8 	 20 	 286 	 44.6875 MHZ
8 	 20 	 287 	 44.84375 MHZ
8 	 20 	 288 	 45.0 MHZ
8 	 20 	 289 	 45.15625 MHZ
8 	 20 	 290 	 45.3125 MHZ
8 	 20 	 291 	 45.46875 MHZ
8 	 20 	 292 	 45.625 MHZ
8 	 20 	 293 	 45.78125 MHZ
8 	 20 	 294 	 45.9375 MHZ
8 	 20 	 295 	 46.09375 MHZ
8 	 20 	 296 	 46.25 MHZ
8 	 20 	 297 	 46.40625 MHZ
8 	 20 	 298 	 46.5625 MHZ
8 	 20 	 299 	 46.71875 MHZ
8 	 20 	 300 	 46.875 MHZ
8 	 20 	 301 	 47.03125 MHZ
8 	 20 	 302 	 47.1875 MHZ
8 	 20 	 303 	 47.34375 MHZ
8 	 20 	 304 	 47.5 MHZ
8 	 20 	 305 	 47.65625 MHZ
8 	 20 	 306 	 47.8125 MHZ
8 	 20 	 307 	 47.96875 MHZ
8 	 20 	 308 	 48.125 MHZ
8 	 20 	 309 	 48.28125 MHZ
8 	 20 	 310 	 48.4375 MHZ
8 	 20 	 311 	 48.59375 MHZ
8 	 20 	 312 	 48.75 MHZ
8 	 20 	 313 	 48.90625 MHZ
8 	 20 	 314 	 49.0625 MHZ
8 	 20 	 315 	 49.21875 MHZ
8 	 20 	 316 	 49.375 MHZ
8 	 20 	 317 	 49.53125 MHZ
8 	 20 	 318 	 49.6875 MHZ
8 	 20 	 319 	 49.84375 MHZ
8 	 20 	 320 	 50.0 MHZ
8 	 20 	 321 	 50.15625 MHZ
8 	 20 	 322 	 50.3125 MHZ
8 	 20 	 323 	 50.46875 MHZ
8 	 20 	 324 	 50.625 MHZ
8 	 20 	 325 	 50.78125 MHZ
8 	 20 	 326 	 50.9375 MHZ
8 	 20 	 327 	 51.09375 MHZ
8 	 20 	 328 	 51.25 MHZ
8 	 20 	 329 	 51.40625 MHZ
8 	 20 	 330 	 51.5625 MHZ
8 	 20 	 331 	 51.71875 MHZ
8 	 20 	 332 	 51.875 MHZ
8 	 20 	 333 	 52.03125 MHZ
8 	 20 	 334 	 52.1875 MHZ
8 	 20 	 335 	 52.34375 MHZ
8 	 20 	 336 	 52.5 MHZ
8 	 20 	 337 	 52.65625 MHZ
8 	 20 	 338 	 52.8125 MHZ
8 	 20 	 339 	 52.96875 MHZ
8 	 20 	 340 	 53.125 MHZ
8 	 20 	 341 	 53.28125 MHZ
8 	 20 	 342 	 53.4375 MHZ
8 	 20 	 343 	 53.59375 MHZ
8 	 20 	 344 	 53.75 MHZ
8 	 20 	 345 	 53.90625 MHZ
8 	 21 	 192 	 28.571428571428573 MHZ
8 	 21 	 193 	 28.720238095238095 MHZ
8 	 21 	 194 	 28.86904761904762 MHZ
8 	 21 	 195 	 29.017857142857142 MHZ
8 	 21 	 196 	 29.166666666666668 MHZ
8 	 21 	 197 	 29.31547619047619 MHZ
8 	 21 	 198 	 29.464285714285715 MHZ
8 	 21 	 199 	 29.613095238095237 MHZ
8 	 21 	 200 	 29.761904761904763 MHZ
8 	 21 	 201 	 29.910714285714285 MHZ
8 	 21 	 202 	 30.05952380952381 MHZ
8 	 21 	 203 	 30.208333333333332 MHZ
8 	 21 	 204 	 30.357142857142858 MHZ
8 	 21 	 205 	 30.50595238095238 MHZ
8 	 21 	 206 	 30.654761904761905 MHZ
8 	 21 	 207 	 30.803571428571427 MHZ
8 	 21 	 208 	 30.952380952380953 MHZ
8 	 21 	 209 	 31.101190476190474 MHZ
8 	 21 	 210 	 31.25 MHZ
8 	 21 	 211 	 31.398809523809526 MHZ
8 	 21 	 212 	 31.547619047619047 MHZ
8 	 21 	 213 	 31.696428571428573 MHZ
8 	 21 	 214 	 31.845238095238095 MHZ
8 	 21 	 215 	 31.99404761904762 MHZ
8 	 21 	 216 	 32.142857142857146 MHZ
8 	 21 	 217 	 32.291666666666664 MHZ
8 	 21 	 218 	 32.44047619047619 MHZ
8 	 21 	 219 	 32.589285714285715 MHZ
8 	 21 	 220 	 32.73809523809524 MHZ
8 	 21 	 221 	 32.88690476190476 MHZ
8 	 21 	 222 	 33.035714285714285 MHZ
8 	 21 	 223 	 33.18452380952381 MHZ
8 	 21 	 224 	 33.333333333333336 MHZ
8 	 21 	 225 	 33.482142857142854 MHZ
8 	 21 	 226 	 33.63095238095238 MHZ
8 	 21 	 227 	 33.779761904761905 MHZ
8 	 21 	 228 	 33.92857142857143 MHZ
8 	 21 	 229 	 34.07738095238095 MHZ
8 	 21 	 230 	 34.226190476190474 MHZ
8 	 21 	 231 	 34.375 MHZ
8 	 21 	 232 	 34.523809523809526 MHZ
8 	 21 	 233 	 34.67261904761905 MHZ
8 	 21 	 234 	 34.82142857142857 MHZ
8 	 21 	 235 	 34.970238095238095 MHZ
8 	 21 	 236 	 35.11904761904762 MHZ
8 	 21 	 237 	 35.267857142857146 MHZ
8 	 21 	 238 	 35.416666666666664 MHZ
8 	 21 	 239 	 35.56547619047619 MHZ
8 	 21 	 240 	 35.714285714285715 MHZ
8 	 21 	 241 	 35.86309523809524 MHZ
8 	 21 	 242 	 36.01190476190476 MHZ
8 	 21 	 243 	 36.160714285714285 MHZ
8 	 21 	 244 	 36.30952380952381 MHZ
8 	 21 	 245 	 36.458333333333336 MHZ
8 	 21 	 246 	 36.607142857142854 MHZ
8 	 21 	 247 	 36.75595238095238 MHZ
8 	 21 	 248 	 36.904761904761905 MHZ
8 	 21 	 249 	 37.05357142857143 MHZ
8 	 21 	 250 	 37.20238095238095 MHZ
8 	 21 	 251 	 37.351190476190474 MHZ
8 	 21 	 252 	 37.5 MHZ
8 	 21 	 253 	 37.648809523809526 MHZ
8 	 21 	 254 	 37.79761904761905 MHZ
8 	 21 	 255 	 37.94642857142857 MHZ
8 	 21 	 256 	 38.095238095238095 MHZ
8 	 21 	 257 	 38.24404761904762 MHZ
8 	 21 	 258 	 38.392857142857146 MHZ
8 	 21 	 259 	 38.541666666666664 MHZ
8 	 21 	 260 	 38.69047619047619 MHZ
8 	 21 	 261 	 38.839285714285715 MHZ
8 	 21 	 262 	 38.98809523809524 MHZ
8 	 21 	 263 	 39.13690476190476 MHZ
8 	 21 	 264 	 39.285714285714285 MHZ
8 	 21 	 265 	 39.43452380952381 MHZ
8 	 21 	 266 	 39.583333333333336 MHZ
8 	 21 	 267 	 39.732142857142854 MHZ
8 	 21 	 268 	 39.88095238095238 MHZ
8 	 21 	 269 	 40.029761904761905 MHZ
8 	 21 	 270 	 40.17857142857143 MHZ
8 	 21 	 271 	 40.32738095238095 MHZ
8 	 21 	 272 	 40.476190476190474 MHZ
8 	 21 	 273 	 40.625 MHZ
8 	 21 	 274 	 40.773809523809526 MHZ
8 	 21 	 275 	 40.92261904761905 MHZ
8 	 21 	 276 	 41.07142857142857 MHZ
8 	 21 	 277 	 41.220238095238095 MHZ
8 	 21 	 278 	 41.36904761904762 MHZ
8 	 21 	 279 	 41.517857142857146 MHZ
8 	 21 	 280 	 41.666666666666664 MHZ
8 	 21 	 281 	 41.81547619047619 MHZ
8 	 21 	 282 	 41.964285714285715 MHZ
8 	 21 	 283 	 42.11309523809524 MHZ
8 	 21 	 284 	 42.26190476190476 MHZ
8 	 21 	 285 	 42.410714285714285 MHZ
8 	 21 	 286 	 42.55952380952381 MHZ
8 	 21 	 287 	 42.708333333333336 MHZ
8 	 21 	 288 	 42.857142857142854 MHZ
8 	 21 	 289 	 43.00595238095238 MHZ
8 	 21 	 290 	 43.154761904761905 MHZ
8 	 21 	 291 	 43.30357142857143 MHZ
8 	 21 	 292 	 43.45238095238095 MHZ
8 	 21 	 293 	 43.601190476190474 MHZ
8 	 21 	 294 	 43.75 MHZ
8 	 21 	 295 	 43.898809523809526 MHZ
8 	 21 	 296 	 44.04761904761905 MHZ
8 	 21 	 297 	 44.19642857142857 MHZ
8 	 21 	 298 	 44.345238095238095 MHZ
8 	 21 	 299 	 44.49404761904762 MHZ
8 	 21 	 300 	 44.642857142857146 MHZ
8 	 21 	 301 	 44.791666666666664 MHZ
8 	 21 	 302 	 44.94047619047619 MHZ
8 	 21 	 303 	 45.089285714285715 MHZ
8 	 21 	 304 	 45.23809523809524 MHZ
8 	 21 	 305 	 45.38690476190476 MHZ
8 	 21 	 306 	 45.535714285714285 MHZ
8 	 21 	 307 	 45.68452380952381 MHZ
8 	 21 	 308 	 45.833333333333336 MHZ
8 	 21 	 309 	 45.982142857142854 MHZ
8 	 21 	 310 	 46.13095238095238 MHZ
8 	 21 	 311 	 46.279761904761905 MHZ
8 	 21 	 312 	 46.42857142857143 MHZ
8 	 21 	 313 	 46.57738095238095 MHZ
8 	 21 	 314 	 46.726190476190474 MHZ
8 	 21 	 315 	 46.875 MHZ
8 	 21 	 316 	 47.023809523809526 MHZ
8 	 21 	 317 	 47.17261904761905 MHZ
8 	 21 	 318 	 47.32142857142857 MHZ
8 	 21 	 319 	 47.470238095238095 MHZ
8 	 21 	 320 	 47.61904761904762 MHZ
8 	 21 	 321 	 47.767857142857146 MHZ
8 	 21 	 322 	 47.916666666666664 MHZ
8 	 21 	 323 	 48.06547619047619 MHZ
8 	 21 	 324 	 48.214285714285715 MHZ
8 	 21 	 325 	 48.36309523809524 MHZ
8 	 21 	 326 	 48.51190476190476 MHZ
8 	 21 	 327 	 48.660714285714285 MHZ
8 	 21 	 328 	 48.80952380952381 MHZ
8 	 21 	 329 	 48.958333333333336 MHZ
8 	 21 	 330 	 49.107142857142854 MHZ
8 	 21 	 331 	 49.25595238095238 MHZ
8 	 21 	 332 	 49.404761904761905 MHZ
8 	 21 	 333 	 49.55357142857143 MHZ
8 	 21 	 334 	 49.70238095238095 MHZ
8 	 21 	 335 	 49.851190476190474 MHZ
8 	 21 	 336 	 50.0 MHZ
8 	 21 	 337 	 50.148809523809526 MHZ
8 	 21 	 338 	 50.29761904761905 MHZ
8 	 21 	 339 	 50.44642857142857 MHZ
8 	 21 	 340 	 50.595238095238095 MHZ
8 	 21 	 341 	 50.74404761904762 MHZ
8 	 21 	 342 	 50.892857142857146 MHZ
8 	 21 	 343 	 51.041666666666664 MHZ
8 	 21 	 344 	 51.19047619047619 MHZ
8 	 21 	 345 	 51.339285714285715 MHZ
8 	 21 	 346 	 51.48809523809524 MHZ
8 	 21 	 347 	 51.63690476190476 MHZ
8 	 21 	 348 	 51.785714285714285 MHZ
8 	 21 	 349 	 51.93452380952381 MHZ
8 	 21 	 350 	 52.083333333333336 MHZ
8 	 21 	 351 	 52.232142857142854 MHZ
8 	 21 	 352 	 52.38095238095238 MHZ
8 	 21 	 353 	 52.529761904761905 MHZ
8 	 21 	 354 	 52.67857142857143 MHZ
8 	 21 	 355 	 52.82738095238095 MHZ
8 	 21 	 356 	 52.976190476190474 MHZ
8 	 21 	 357 	 53.125 MHZ
8 	 21 	 358 	 53.273809523809526 MHZ
8 	 21 	 359 	 53.42261904761905 MHZ
8 	 21 	 360 	 53.57142857142857 MHZ
8 	 21 	 361 	 53.720238095238095 MHZ
8 	 21 	 362 	 53.86904761904762 MHZ
8 	 22 	 192 	 27.272727272727273 MHZ
8 	 22 	 193 	 27.414772727272727 MHZ
8 	 22 	 194 	 27.556818181818183 MHZ
8 	 22 	 195 	 27.698863636363637 MHZ
8 	 22 	 196 	 27.84090909090909 MHZ
8 	 22 	 197 	 27.982954545454547 MHZ
8 	 22 	 198 	 28.125 MHZ
8 	 22 	 199 	 28.267045454545453 MHZ
8 	 22 	 200 	 28.40909090909091 MHZ
8 	 22 	 201 	 28.551136363636363 MHZ
8 	 22 	 202 	 28.693181818181817 MHZ
8 	 22 	 203 	 28.835227272727273 MHZ
8 	 22 	 204 	 28.977272727272727 MHZ
8 	 22 	 205 	 29.119318181818183 MHZ
8 	 22 	 206 	 29.261363636363637 MHZ
8 	 22 	 207 	 29.40340909090909 MHZ
8 	 22 	 208 	 29.545454545454547 MHZ
8 	 22 	 209 	 29.6875 MHZ
8 	 22 	 210 	 29.829545454545453 MHZ
8 	 22 	 211 	 29.97159090909091 MHZ
8 	 22 	 212 	 30.113636363636363 MHZ
8 	 22 	 213 	 30.255681818181817 MHZ
8 	 22 	 214 	 30.397727272727273 MHZ
8 	 22 	 215 	 30.539772727272727 MHZ
8 	 22 	 216 	 30.681818181818183 MHZ
8 	 22 	 217 	 30.823863636363637 MHZ
8 	 22 	 218 	 30.96590909090909 MHZ
8 	 22 	 219 	 31.107954545454547 MHZ
8 	 22 	 220 	 31.25 MHZ
8 	 22 	 221 	 31.392045454545453 MHZ
8 	 22 	 222 	 31.53409090909091 MHZ
8 	 22 	 223 	 31.676136363636363 MHZ
8 	 22 	 224 	 31.818181818181817 MHZ
8 	 22 	 225 	 31.960227272727273 MHZ
8 	 22 	 226 	 32.10227272727273 MHZ
8 	 22 	 227 	 32.24431818181818 MHZ
8 	 22 	 228 	 32.38636363636363 MHZ
8 	 22 	 229 	 32.52840909090909 MHZ
8 	 22 	 230 	 32.67045454545455 MHZ
8 	 22 	 231 	 32.8125 MHZ
8 	 22 	 232 	 32.95454545454545 MHZ
8 	 22 	 233 	 33.09659090909091 MHZ
8 	 22 	 234 	 33.23863636363637 MHZ
8 	 22 	 235 	 33.38068181818182 MHZ
8 	 22 	 236 	 33.52272727272727 MHZ
8 	 22 	 237 	 33.66477272727273 MHZ
8 	 22 	 238 	 33.80681818181818 MHZ
8 	 22 	 239 	 33.94886363636363 MHZ
8 	 22 	 240 	 34.09090909090909 MHZ
8 	 22 	 241 	 34.23295454545455 MHZ
8 	 22 	 242 	 34.375 MHZ
8 	 22 	 243 	 34.51704545454545 MHZ
8 	 22 	 244 	 34.65909090909091 MHZ
8 	 22 	 245 	 34.80113636363637 MHZ
8 	 22 	 246 	 34.94318181818182 MHZ
8 	 22 	 247 	 35.08522727272727 MHZ
8 	 22 	 248 	 35.22727272727273 MHZ
8 	 22 	 249 	 35.36931818181818 MHZ
8 	 22 	 250 	 35.51136363636363 MHZ
8 	 22 	 251 	 35.65340909090909 MHZ
8 	 22 	 252 	 35.79545454545455 MHZ
8 	 22 	 253 	 35.9375 MHZ
8 	 22 	 254 	 36.07954545454545 MHZ
8 	 22 	 255 	 36.22159090909091 MHZ
8 	 22 	 256 	 36.36363636363637 MHZ
8 	 22 	 257 	 36.50568181818182 MHZ
8 	 22 	 258 	 36.64772727272727 MHZ
8 	 22 	 259 	 36.78977272727273 MHZ
8 	 22 	 260 	 36.93181818181818 MHZ
8 	 22 	 261 	 37.07386363636363 MHZ
8 	 22 	 262 	 37.21590909090909 MHZ
8 	 22 	 263 	 37.35795454545455 MHZ
8 	 22 	 264 	 37.5 MHZ
8 	 22 	 265 	 37.64204545454545 MHZ
8 	 22 	 266 	 37.78409090909091 MHZ
8 	 22 	 267 	 37.92613636363637 MHZ
8 	 22 	 268 	 38.06818181818182 MHZ
8 	 22 	 269 	 38.21022727272727 MHZ
8 	 22 	 270 	 38.35227272727273 MHZ
8 	 22 	 271 	 38.49431818181818 MHZ
8 	 22 	 272 	 38.63636363636363 MHZ
8 	 22 	 273 	 38.77840909090909 MHZ
8 	 22 	 274 	 38.92045454545455 MHZ
8 	 22 	 275 	 39.0625 MHZ
8 	 22 	 276 	 39.20454545454545 MHZ
8 	 22 	 277 	 39.34659090909091 MHZ
8 	 22 	 278 	 39.48863636363637 MHZ
8 	 22 	 279 	 39.63068181818182 MHZ
8 	 22 	 280 	 39.77272727272727 MHZ
8 	 22 	 281 	 39.91477272727273 MHZ
8 	 22 	 282 	 40.05681818181818 MHZ
8 	 22 	 283 	 40.19886363636363 MHZ
8 	 22 	 284 	 40.34090909090909 MHZ
8 	 22 	 285 	 40.48295454545455 MHZ
8 	 22 	 286 	 40.625 MHZ
8 	 22 	 287 	 40.76704545454545 MHZ
8 	 22 	 288 	 40.90909090909091 MHZ
8 	 22 	 289 	 41.05113636363637 MHZ
8 	 22 	 290 	 41.19318181818182 MHZ
8 	 22 	 291 	 41.33522727272727 MHZ
8 	 22 	 292 	 41.47727272727273 MHZ
8 	 22 	 293 	 41.61931818181818 MHZ
8 	 22 	 294 	 41.76136363636363 MHZ
8 	 22 	 295 	 41.90340909090909 MHZ
8 	 22 	 296 	 42.04545454545455 MHZ
8 	 22 	 297 	 42.1875 MHZ
8 	 22 	 298 	 42.32954545454545 MHZ
8 	 22 	 299 	 42.47159090909091 MHZ
8 	 22 	 300 	 42.61363636363637 MHZ
8 	 22 	 301 	 42.75568181818182 MHZ
8 	 22 	 302 	 42.89772727272727 MHZ
8 	 22 	 303 	 43.03977272727273 MHZ
8 	 22 	 304 	 43.18181818181818 MHZ
8 	 22 	 305 	 43.32386363636363 MHZ
8 	 22 	 306 	 43.46590909090909 MHZ
8 	 22 	 307 	 43.60795454545455 MHZ
8 	 22 	 308 	 43.75 MHZ
8 	 22 	 309 	 43.89204545454545 MHZ
8 	 22 	 310 	 44.03409090909091 MHZ
8 	 22 	 311 	 44.17613636363637 MHZ
8 	 22 	 312 	 44.31818181818182 MHZ
8 	 22 	 313 	 44.46022727272727 MHZ
8 	 22 	 314 	 44.60227272727273 MHZ
8 	 22 	 315 	 44.74431818181818 MHZ
8 	 22 	 316 	 44.88636363636363 MHZ
8 	 22 	 317 	 45.02840909090909 MHZ
8 	 22 	 318 	 45.17045454545455 MHZ
8 	 22 	 319 	 45.3125 MHZ
8 	 22 	 320 	 45.45454545454545 MHZ
8 	 22 	 321 	 45.59659090909091 MHZ
8 	 22 	 322 	 45.73863636363637 MHZ
8 	 22 	 323 	 45.88068181818182 MHZ
8 	 22 	 324 	 46.02272727272727 MHZ
8 	 22 	 325 	 46.16477272727273 MHZ
