Enter Input Clock in MHZ
Enable boundary check? (y/n)
P	M	N	CLK
6 	 14 	 226 	 43.047619047619044 MHZ
6 	 14 	 227 	 43.23809523809524 MHZ
6 	 14 	 228 	 43.42857142857142 MHZ
6 	 14 	 229 	 43.61904761904762 MHZ
6 	 14 	 230 	 43.8095238095238 MHZ
6 	 14 	 231 	 44.0 MHZ
6 	 14 	 232 	 44.1904761904762 MHZ
6 	 14 	 233 	 44.38095238095238 MHZ
6 	 14 	 234 	 44.57142857142858 MHZ
6 	 14 	 235 	 44.76190476190476 MHZ
6 	 14 	 236 	 44.952380952380956 MHZ
6 	 14 	 237 	 45.14285714285714 MHZ
6 	 14 	 238 	 45.333333333333336 MHZ
6 	 14 	 239 	 45.523809523809526 MHZ
6 	 14 	 240 	 45.714285714285715 MHZ
6 	 14 	 241 	 45.904761904761905 MHZ
6 	 14 	 242 	 46.095238095238095 MHZ
6 	 14 	 243 	 46.285714285714285 MHZ
6 	 14 	 244 	 46.476190476190474 MHZ
6 	 14 	 245 	 46.666666666666664 MHZ
6 	 14 	 246 	 46.85714285714286 MHZ
6 	 14 	 247 	 47.047619047619044 MHZ
6 	 14 	 248 	 47.23809523809524 MHZ
6 	 14 	 249 	 47.42857142857142 MHZ
6 	 14 	 250 	 47.61904761904762 MHZ
6 	 14 	 251 	 47.8095238095238 MHZ
6 	 14 	 252 	 48.0 MHZ
6 	 14 	 253 	 48.1904761904762 MHZ
6 	 14 	 254 	 48.38095238095238 MHZ
6 	 14 	 255 	 48.57142857142858 MHZ
6 	 14 	 256 	 48.76190476190476 MHZ
6 	 14 	 257 	 48.952380952380956 MHZ
6 	 14 	 258 	 49.14285714285714 MHZ
6 	 14 	 259 	 49.333333333333336 MHZ
6 	 14 	 260 	 49.523809523809526 MHZ
6 	 14 	 261 	 49.714285714285715 MHZ
6 	 14 	 262 	 49.904761904761905 MHZ
6 	 14 	 263 	 50.095238095238095 MHZ
6 	 14 	 264 	 50.285714285714285 MHZ
6 	 14 	 265 	 50.476190476190474 MHZ
6 	 14 	 266 	 50.666666666666664 MHZ
6 	 14 	 267 	 50.85714285714286 MHZ
6 	 14 	 268 	 51.047619047619044 MHZ
6 	 14 	 269 	 51.23809523809524 MHZ
6 	 14 	 270 	 51.42857142857142 MHZ
6 	 14 	 271 	 51.61904761904762 MHZ
6 	 14 	 272 	 51.8095238095238 MHZ
6 	 14 	 273 	 52.0 MHZ
6 	 14 	 274 	 52.1904761904762 MHZ
6 	 14 	 275 	 52.38095238095238 MHZ
6 	 14 	 276 	 52.57142857142858 MHZ
6 	 14 	 277 	 52.76190476190476 MHZ
6 	 14 	 278 	 52.952380952380956 MHZ
6 	 14 	 279 	 53.14285714285714 MHZ
6 	 14 	 280 	 53.333333333333336 MHZ
6 	 14 	 281 	 53.523809523809526 MHZ
6 	 14 	 282 	 53.714285714285715 MHZ
6 	 14 	 283 	 53.904761904761905 MHZ
6 	 14 	 284 	 54.095238095238095 MHZ
6 	 14 	 285 	 54.285714285714285 MHZ
6 	 14 	 286 	 54.476190476190474 MHZ
6 	 14 	 287 	 54.666666666666664 MHZ
6 	 14 	 288 	 54.85714285714286 MHZ
6 	 14 	 289 	 55.047619047619044 MHZ
6 	 14 	 290 	 55.23809523809524 MHZ
6 	 14 	 291 	 55.42857142857142 MHZ
6 	 14 	 292 	 55.61904761904762 MHZ
6 	 14 	 293 	 55.8095238095238 MHZ
6 	 14 	 294 	 56.0 MHZ
6 	 14 	 295 	 56.1904761904762 MHZ
6 	 14 	 296 	 56.38095238095238 MHZ
6 	 14 	 297 	 56.57142857142858 MHZ
6 	 14 	 298 	 56.76190476190476 MHZ
6 	 14 	 299 	 56.952380952380956 MHZ
6 	 14 	 300 	 57.14285714285714 MHZ
6 	 14 	 301 	 57.333333333333336 MHZ
6 	 14 	 302 	 57.523809523809526 MHZ
6 	 14 	 303 	 57.714285714285715 MHZ
6 	 14 	 304 	 57.904761904761905 MHZ
6 	 14 	 305 	 58.095238095238095 MHZ
6 	 14 	 306 	 58.285714285714285 MHZ
6 	 14 	 307 	 58.476190476190474 MHZ
6 	 14 	 308 	 58.666666666666664 MHZ
6 	 14 	 309 	 58.85714285714286 MHZ
6 	 14 	 310 	 59.047619047619044 MHZ
6 	 14 	 311 	 59.23809523809524 MHZ
6 	 14 	 312 	 59.42857142857142 MHZ
6 	 14 	 313 	 59.61904761904762 MHZ
6 	 14 	 314 	 59.8095238095238 MHZ
6 	 14 	 315 	 60.0 MHZ
6 	 14 	 316 	 60.1904761904762 MHZ
6 	 14 	 317 	 60.38095238095238 MHZ
6 	 14 	 318 	 60.57142857142858 MHZ
6 	 14 	 319 	 60.76190476190476 MHZ
6 	 14 	 320 	 60.952380952380956 MHZ
6 	 14 	 321 	 61.14285714285714 MHZ
6 	 14 	 322 	 61.333333333333336 MHZ
6 	 14 	 323 	 61.523809523809526 MHZ
6 	 14 	 324 	 61.714285714285715 MHZ
6 	 14 	 325 	 61.904761904761905 MHZ
6 	 14 	 326 	 62.095238095238095 MHZ
6 	 14 	 327 	 62.285714285714285 MHZ
6 	 14 	 328 	 62.476190476190474 MHZ
6 	 14 	 329 	 62.666666666666664 MHZ
6 	 14 	 330 	 62.85714285714286 MHZ
6 	 14 	 331 	 63.047619047619044 MHZ
6 	 14 	 332 	 63.23809523809524 MHZ
6 	 14 	 333 	 63.42857142857142 MHZ
6 	 14 	 334 	 63.61904761904762 MHZ
6 	 14 	 335 	 63.8095238095238 MHZ
6 	 14 	 336 	 64.0 MHZ
6 	 14 	 337 	 64.19047619047619 MHZ
6 	 14 	 338 	 64.38095238095238 MHZ
6 	 14 	 339 	 64.57142857142857 MHZ
6 	 14 	 340 	 64.76190476190476 MHZ
6 	 14 	 341 	 64.95238095238095 MHZ
6 	 14 	 342 	 65.14285714285714 MHZ
6 	 14 	 343 	 65.33333333333333 MHZ
6 	 14 	 344 	 65.52380952380953 MHZ
6 	 14 	 345 	 65.71428571428571 MHZ
6 	 14 	 346 	 65.90476190476191 MHZ
6 	 14 	 347 	 66.09523809523809 MHZ
6 	 14 	 348 	 66.28571428571429 MHZ
6 	 14 	 349 	 66.47619047619047 MHZ
6 	 14 	 350 	 66.66666666666667 MHZ
6 	 14 	 351 	 66.85714285714286 MHZ
6 	 14 	 352 	 67.04761904761905 MHZ
6 	 14 	 353 	 67.23809523809524 MHZ
6 	 14 	 354 	 67.42857142857143 MHZ
6 	 14 	 355 	 67.61904761904762 MHZ
6 	 14 	 356 	 67.80952380952381 MHZ
6 	 14 	 357 	 68.0 MHZ
6 	 14 	 358 	 68.19047619047619 MHZ
6 	 14 	 359 	 68.38095238095238 MHZ
6 	 14 	 360 	 68.57142857142857 MHZ
6 	 14 	 361 	 68.76190476190476 MHZ
6 	 14 	 362 	 68.95238095238095 MHZ
6 	 14 	 363 	 69.14285714285714 MHZ
6 	 14 	 364 	 69.33333333333333 MHZ
6 	 14 	 365 	 69.52380952380953 MHZ
6 	 14 	 366 	 69.71428571428571 MHZ
6 	 14 	 367 	 69.90476190476191 MHZ
6 	 14 	 368 	 70.09523809523809 MHZ
6 	 14 	 369 	 70.28571428571429 MHZ
6 	 14 	 370 	 70.47619047619047 MHZ
6 	 14 	 371 	 70.66666666666667 MHZ
6 	 14 	 372 	 70.85714285714286 MHZ
6 	 14 	 373 	 71.04761904761905 MHZ
6 	 14 	 374 	 71.23809523809524 MHZ
6 	 14 	 375 	 71.42857142857143 MHZ
6 	 14 	 376 	 71.61904761904762 MHZ
6 	 14 	 377 	 71.80952380952381 MHZ
6 	 14 	 378 	 72.0 MHZ
6 	 15 	 192 	 34.13333333333333 MHZ
6 	 15 	 193 	 34.31111111111111 MHZ
6 	 15 	 194 	 34.48888888888889 MHZ
6 	 15 	 195 	 34.666666666666664 MHZ
6 	 15 	 196 	 34.84444444444444 MHZ
6 	 15 	 197 	 35.02222222222222 MHZ
6 	 15 	 198 	 35.199999999999996 MHZ
6 	 15 	 199 	 35.37777777777778 MHZ
6 	 15 	 200 	 35.55555555555556 MHZ
6 	 15 	 201 	 35.733333333333334 MHZ
6 	 15 	 202 	 35.91111111111111 MHZ
6 	 15 	 203 	 36.08888888888889 MHZ
6 	 15 	 204 	 36.266666666666666 MHZ
6 	 15 	 205 	 36.44444444444444 MHZ
6 	 15 	 206 	 36.62222222222222 MHZ
6 	 15 	 207 	 36.800000000000004 MHZ
6 	 15 	 208 	 36.97777777777778 MHZ
6 	 15 	 209 	 37.15555555555556 MHZ
6 	 15 	 210 	 37.333333333333336 MHZ
6 	 15 	 211 	 37.51111111111111 MHZ
6 	 15 	 212 	 37.68888888888889 MHZ
6 	 15 	 213 	 37.86666666666667 MHZ
6 	 15 	 214 	 38.044444444444444 MHZ
6 	 15 	 215 	 38.22222222222222 MHZ
6 	 15 	 216 	 38.4 MHZ
6 	 15 	 217 	 38.577777777777776 MHZ
6 	 15 	 218 	 38.75555555555555 MHZ
6 	 15 	 219 	 38.93333333333333 MHZ
6 	 15 	 220 	 39.11111111111111 MHZ
6 	 15 	 221 	 39.288888888888884 MHZ
6 	 15 	 222 	 39.46666666666667 MHZ
6 	 15 	 223 	 39.644444444444446 MHZ
6 	 15 	 224 	 39.82222222222222 MHZ
6 	 15 	 225 	 40.0 MHZ
6 	 15 	 226 	 40.17777777777778 MHZ
6 	 15 	 227 	 40.355555555555554 MHZ
6 	 15 	 228 	 40.53333333333333 MHZ
6 	 15 	 229 	 40.711111111111116 MHZ
6 	 15 	 230 	 40.88888888888889 MHZ
6 	 15 	 231 	 41.06666666666667 MHZ
6 	 15 	 232 	 41.24444444444445 MHZ
6 	 15 	 233 	 41.422222222222224 MHZ
6 	 15 	 234 	 41.6 MHZ
6 	 15 	 235 	 41.77777777777778 MHZ
6 	 15 	 236 	 41.955555555555556 MHZ
6 	 15 	 237 	 42.13333333333333 MHZ
6 	 15 	 238 	 42.31111111111111 MHZ
6 	 15 	 239 	 42.48888888888889 MHZ
6 	 15 	 240 	 42.666666666666664 MHZ
6 	 15 	 241 	 42.84444444444444 MHZ
6 	 15 	 242 	 43.02222222222222 MHZ
6 	 15 	 243 	 43.199999999999996 MHZ
6 	 15 	 244 	 43.37777777777777 MHZ
6 	 15 	 245 	 43.55555555555555 MHZ
6 	 15 	 246 	 43.73333333333333 MHZ
6 	 15 	 247 	 43.911111111111104 MHZ
6 	 15 	 248 	 44.088888888888896 MHZ
6 	 15 	 249 	 44.26666666666667 MHZ
6 	 15 	 250 	 44.44444444444445 MHZ
6 	 15 	 251 	 44.62222222222223 MHZ
6 	 15 	 252 	 44.800000000000004 MHZ
6 	 15 	 253 	 44.97777777777778 MHZ
6 	 15 	 254 	 45.15555555555556 MHZ
6 	 15 	 255 	 45.333333333333336 MHZ
6 	 15 	 256 	 45.51111111111111 MHZ
6 	 15 	 257 	 45.68888888888889 MHZ
6 	 15 	 258 	 45.86666666666667 MHZ
6 	 15 	 259 	 46.044444444444444 MHZ
6 	 15 	 260 	 46.22222222222222 MHZ
6 	 15 	 261 	 46.4 MHZ
6 	 15 	 262 	 46.577777777777776 MHZ
6 	 15 	 263 	 46.75555555555556 MHZ
6 	 15 	 264 	 46.93333333333334 MHZ
6 	 15 	 265 	 47.111111111111114 MHZ
6 	 15 	 266 	 47.28888888888889 MHZ
6 	 15 	 267 	 47.46666666666667 MHZ
6 	 15 	 268 	 47.644444444444446 MHZ
6 	 15 	 269 	 47.82222222222222 MHZ
6 	 15 	 270 	 48.0 MHZ
6 	 15 	 271 	 48.17777777777778 MHZ
6 	 15 	 272 	 48.355555555555554 MHZ
6 	 15 	 273 	 48.53333333333333 MHZ
6 	 15 	 274 	 48.71111111111111 MHZ
6 	 15 	 275 	 48.888888888888886 MHZ
6 	 15 	 276 	 49.06666666666666 MHZ
6 	 15 	 277 	 49.24444444444444 MHZ
6 	 15 	 278 	 49.422222222222224 MHZ
6 	 15 	 279 	 49.6 MHZ
6 	 15 	 280 	 49.77777777777778 MHZ
6 	 15 	 281 	 49.955555555555556 MHZ
6 	 15 	 282 	 50.13333333333333 MHZ
6 	 15 	 283 	 50.31111111111111 MHZ
6 	 15 	 284 	 50.48888888888889 MHZ
6 	 15 	 285 	 50.666666666666664 MHZ
6 	 15 	 286 	 50.84444444444444 MHZ
6 	 15 	 287 	 51.02222222222222 MHZ
6 	 15 	 288 	 51.199999999999996 MHZ
6 	 15 	 289 	 51.37777777777777 MHZ
6 	 15 	 290 	 51.55555555555555 MHZ
6 	 15 	 291 	 51.73333333333333 MHZ
6 	 15 	 292 	 51.911111111111104 MHZ
6 	 15 	 293 	 52.088888888888896 MHZ
6 	 15 	 294 	 52.26666666666667 MHZ
6 	 15 	 295 	 52.44444444444445 MHZ
6 	 15 	 296 	 52.62222222222223 MHZ
6 	 15 	 297 	 52.800000000000004 MHZ
6 	 15 	 298 	 52.97777777777778 MHZ
6 	 15 	 299 	 53.15555555555556 MHZ
6 	 15 	 300 	 53.333333333333336 MHZ
6 	 15 	 301 	 53.51111111111111 MHZ
6 	 15 	 302 	 53.68888888888889 MHZ
6 	 15 	 303 	 53.86666666666667 MHZ
6 	 15 	 304 	 54.044444444444444 MHZ
6 	 15 	 305 	 54.22222222222222 MHZ
6 	 15 	 306 	 54.4 MHZ
6 	 15 	 307 	 54.577777777777776 MHZ
6 	 15 	 308 	 54.75555555555556 MHZ
6 	 15 	 309 	 54.93333333333334 MHZ
6 	 15 	 310 	 55.111111111111114 MHZ
6 	 15 	 311 	 55.28888888888889 MHZ
6 	 15 	 312 	 55.46666666666667 MHZ
6 	 15 	 313 	 55.644444444444446 MHZ
6 	 15 	 314 	 55.82222222222222 MHZ
6 	 15 	 315 	 56.0 MHZ
6 	 15 	 316 	 56.17777777777778 MHZ
6 	 15 	 317 	 56.355555555555554 MHZ
6 	 15 	 318 	 56.53333333333333 MHZ
6 	 15 	 319 	 56.71111111111111 MHZ
6 	 15 	 320 	 56.888888888888886 MHZ
6 	 15 	 321 	 57.06666666666666 MHZ
6 	 15 	 322 	 57.24444444444444 MHZ
6 	 15 	 323 	 57.422222222222224 MHZ
6 	 15 	 324 	 57.6 MHZ
6 	 15 	 325 	 57.77777777777778 MHZ
6 	 15 	 326 	 57.955555555555556 MHZ
6 	 15 	 327 	 58.13333333333333 MHZ
6 	 15 	 328 	 58.31111111111111 MHZ
6 	 15 	 329 	 58.48888888888889 MHZ
6 	 15 	 330 	 58.666666666666664 MHZ
6 	 15 	 331 	 58.84444444444444 MHZ
6 	 15 	 332 	 59.02222222222222 MHZ
6 	 15 	 333 	 59.199999999999996 MHZ
6 	 15 	 334 	 59.37777777777777 MHZ
6 	 15 	 335 	 59.55555555555555 MHZ
6 	 15 	 336 	 59.73333333333333 MHZ
6 	 15 	 337 	 59.911111111111104 MHZ
6 	 15 	 338 	 60.088888888888896 MHZ
6 	 15 	 339 	 60.26666666666667 MHZ
6 	 15 	 340 	 60.44444444444445 MHZ
6 	 15 	 341 	 60.62222222222223 MHZ
6 	 15 	 342 	 60.800000000000004 MHZ
6 	 15 	 343 	 60.97777777777778 MHZ
6 	 15 	 344 	 61.15555555555556 MHZ
6 	 15 	 345 	 61.333333333333336 MHZ
6 	 15 	 346 	 61.51111111111111 MHZ
6 	 15 	 347 	 61.68888888888889 MHZ
6 	 15 	 348 	 61.86666666666667 MHZ
6 	 15 	 349 	 62.044444444444444 MHZ
6 	 15 	 350 	 62.22222222222222 MHZ
6 	 15 	 351 	 62.4 MHZ
6 	 15 	 352 	 62.577777777777776 MHZ
6 	 15 	 353 	 62.75555555555556 MHZ
6 	 15 	 354 	 62.93333333333334 MHZ
6 	 15 	 355 	 63.111111111111114 MHZ
6 	 15 	 356 	 63.28888888888889 MHZ
6 	 15 	 357 	 63.46666666666667 MHZ
6 	 15 	 358 	 63.644444444444446 MHZ
6 	 15 	 359 	 63.82222222222222 MHZ
6 	 15 	 360 	 64.0 MHZ
6 	 15 	 361 	 64.17777777777778 MHZ
6 	 15 	 362 	 64.35555555555555 MHZ
6 	 15 	 363 	 64.53333333333333 MHZ
6 	 15 	 364 	 64.71111111111111 MHZ
6 	 15 	 365 	 64.88888888888889 MHZ
6 	 15 	 366 	 65.06666666666666 MHZ
6 	 15 	 367 	 65.24444444444444 MHZ
6 	 15 	 368 	 65.42222222222223 MHZ
6 	 15 	 369 	 65.60000000000001 MHZ
6 	 15 	 370 	 65.77777777777779 MHZ
6 	 15 	 371 	 65.95555555555556 MHZ
6 	 15 	 372 	 66.13333333333334 MHZ
6 	 15 	 373 	 66.31111111111112 MHZ
6 	 15 	 374 	 66.4888888888889 MHZ
6 	 15 	 375 	 66.66666666666667 MHZ
6 	 15 	 376 	 66.84444444444445 MHZ
6 	 15 	 377 	 67.02222222222223 MHZ
6 	 15 	 378 	 67.2 MHZ
6 	 15 	 379 	 67.37777777777778 MHZ
6 	 15 	 380 	 67.55555555555556 MHZ
6 	 15 	 381 	 67.73333333333333 MHZ
6 	 15 	 382 	 67.91111111111111 MHZ
6 	 15 	 383 	 68.08888888888889 MHZ
6 	 15 	 384 	 68.26666666666667 MHZ
6 	 15 	 385 	 68.44444444444444 MHZ
6 	 15 	 386 	 68.62222222222222 MHZ
6 	 15 	 387 	 68.8 MHZ
6 	 15 	 388 	 68.97777777777777 MHZ
6 	 15 	 389 	 69.15555555555555 MHZ
6 	 15 	 390 	 69.33333333333333 MHZ
6 	 15 	 391 	 69.5111111111111 MHZ
6 	 15 	 392 	 69.68888888888888 MHZ
6 	 15 	 393 	 69.86666666666666 MHZ
6 	 15 	 394 	 70.04444444444444 MHZ
6 	 15 	 395 	 70.22222222222221 MHZ
6 	 15 	 396 	 70.39999999999999 MHZ
6 	 15 	 397 	 70.57777777777777 MHZ
6 	 15 	 398 	 70.75555555555556 MHZ
6 	 15 	 399 	 70.93333333333334 MHZ
6 	 15 	 400 	 71.11111111111111 MHZ
6 	 15 	 401 	 71.28888888888889 MHZ
6 	 15 	 402 	 71.46666666666667 MHZ
6 	 15 	 403 	 71.64444444444445 MHZ
6 	 15 	 404 	 71.82222222222222 MHZ
6 	 15 	 405 	 72.0 MHZ
6 	 16 	 192 	 32.0 MHZ
6 	 16 	 193 	 32.166666666666664 MHZ
6 	 16 	 194 	 32.333333333333336 MHZ
6 	 16 	 195 	 32.5 MHZ
6 	 16 	 196 	 32.666666666666664 MHZ
6 	 16 	 197 	 32.833333333333336 MHZ
6 	 16 	 198 	 33.0 MHZ
6 	 16 	 199 	 33.166666666666664 MHZ
6 	 16 	 200 	 33.333333333333336 MHZ
6 	 16 	 201 	 33.5 MHZ
6 	 16 	 202 	 33.666666666666664 MHZ
6 	 16 	 203 	 33.833333333333336 MHZ
6 	 16 	 204 	 34.0 MHZ
6 	 16 	 205 	 34.166666666666664 MHZ
6 	 16 	 206 	 34.333333333333336 MHZ
6 	 16 	 207 	 34.5 MHZ
6 	 16 	 208 	 34.666666666666664 MHZ
6 	 16 	 209 	 34.833333333333336 MHZ
6 	 16 	 210 	 35.0 MHZ
6 	 16 	 211 	 35.166666666666664 MHZ
6 	 16 	 212 	 35.333333333333336 MHZ
6 	 16 	 213 	 35.5 MHZ
6 	 16 	 214 	 35.666666666666664 MHZ
6 	 16 	 215 	 35.833333333333336 MHZ
6 	 16 	 216 	 36.0 MHZ
6 	 16 	 217 	 36.166666666666664 MHZ
6 	 16 	 218 	 36.333333333333336 MHZ
6 	 16 	 219 	 36.5 MHZ
6 	 16 	 220 	 36.666666666666664 MHZ
6 	 16 	 221 	 36.833333333333336 MHZ
6 	 16 	 222 	 37.0 MHZ
6 	 16 	 223 	 37.166666666666664 MHZ
6 	 16 	 224 	 37.333333333333336 MHZ
6 	 16 	 225 	 37.5 MHZ
6 	 16 	 226 	 37.666666666666664 MHZ
6 	 16 	 227 	 37.833333333333336 MHZ
6 	 16 	 228 	 38.0 MHZ
6 	 16 	 229 	 38.166666666666664 MHZ
6 	 16 	 230 	 38.333333333333336 MHZ
6 	 16 	 231 	 38.5 MHZ
6 	 16 	 232 	 38.666666666666664 MHZ
6 	 16 	 233 	 38.833333333333336 MHZ
6 	 16 	 234 	 39.0 MHZ
6 	 16 	 235 	 39.166666666666664 MHZ
6 	 16 	 236 	 39.333333333333336 MHZ
6 	 16 	 237 	 39.5 MHZ
6 	 16 	 238 	 39.666666666666664 MHZ
6 	 16 	 239 	 39.833333333333336 MHZ
6 	 16 	 240 	 40.0 MHZ
6 	 16 	 241 	 40.166666666666664 MHZ
6 	 16 	 242 	 40.333333333333336 MHZ
6 	 16 	 243 	 40.5 MHZ
6 	 16 	 244 	 40.666666666666664 MHZ
6 	 16 	 245 	 40.833333333333336 MHZ
6 	 16 	 246 	 41.0 MHZ
6 	 16 	 247 	 41.166666666666664 MHZ
6 	 16 	 248 	 41.333333333333336 MHZ
6 	 16 	 249 	 41.5 MHZ
6 	 16 	 250 	 41.666666666666664 MHZ
6 	 16 	 251 	 41.833333333333336 MHZ
6 	 16 	 252 	 42.0 MHZ
6 	 16 	 253 	 42.166666666666664 MHZ
6 	 16 	 254 	 42.333333333333336 MHZ
6 	 16 	 255 	 42.5 MHZ
6 	 16 	 256 	 42.666666666666664 MHZ
6 	 16 	 257 	 42.833333333333336 MHZ
6 	 16 	 258 	 43.0 MHZ
6 	 16 	 259 	 43.166666666666664 MHZ
6 	 16 	 260 	 43.333333333333336 MHZ
6 	 16 	 261 	 43.5 MHZ
6 	 16 	 262 	 43.666666666666664 MHZ
6 	 16 	 263 	 43.833333333333336 MHZ
6 	 16 	 264 	 44.0 MHZ
6 	 16 	 265 	 44.166666666666664 MHZ
6 	 16 	 266 	 44.333333333333336 MHZ
6 	 16 	 267 	 44.5 MHZ
6 	 16 	 268 	 44.666666666666664 MHZ
6 	 16 	 269 	 44.833333333333336 MHZ
6 	 16 	 270 	 45.0 MHZ
6 	 16 	 271 	 45.166666666666664 MHZ
6 	 16 	 272 	 45.333333333333336 MHZ
6 	 16 	 273 	 45.5 MHZ
6 	 16 	 274 	 45.666666666666664 MHZ
6 	 16 	 275 	 45.833333333333336 MHZ
6 	 16 	 276 	 46.0 MHZ
6 	 16 	 277 	 46.166666666666664 MHZ
6 	 16 	 278 	 46.333333333333336 MHZ
6 	 16 	 279 	 46.5 MHZ
6 	 16 	 280 	 46.666666666666664 MHZ
6 	 16 	 281 	 46.833333333333336 MHZ
6 	 16 	 282 	 47.0 MHZ
6 	 16 	 283 	 47.166666666666664 MHZ
6 	 16 	 284 	 47.333333333333336 MHZ
6 	 16 	 285 	 47.5 MHZ
6 	 16 	 286 	 47.666666666666664 MHZ
6 	 16 	 287 	 47.833333333333336 MHZ
6 	 16 	 288 	 48.0 MHZ
6 	 16 	 289 	 48.166666666666664 MHZ
6 	 16 	 290 	 48.333333333333336 MHZ
6 	 16 	 291 	 48.5 MHZ
6 	 16 	 292 	 48.666666666666664 MHZ
6 	 16 	 293 	 48.833333333333336 MHZ
6 	 16 	 294 	 49.0 MHZ
6 	 16 	 295 	 49.166666666666664 MHZ
6 	 16 	 296 	 49.333333333333336 MHZ
6 	 16 	 297 	 49.5 MHZ
6 	 16 	 298 	 49.666666666666664 MHZ
6 	 16 	 299 	 49.833333333333336 MHZ
6 	 16 	 300 	 50.0 MHZ
6 	 16 	 301 	 50.166666666666664 MHZ
6 	 16 	 302 	 50.333333333333336 MHZ
6 	 16 	 303 	 50.5 MHZ
6 	 16 	 304 	 50.666666666666664 MHZ
6 	 16 	 305 	 50.833333333333336 MHZ
6 	 16 	 306 	 51.0 MHZ
6 	 16 	 307 	 51.166666666666664 MHZ
6 	 16 	 308 	 51.333333333333336 MHZ
6 	 16 	 309 	 51.5 MHZ
6 	 16 	 310 	 51.666666666666664 MHZ
6 	 16 	 311 	 51.833333333333336 MHZ
6 	 16 	 312 	 52.0 MHZ
6 	 16 	 313 	 52.166666666666664 MHZ
6 	 16 	 314 	 52.333333333333336 MHZ
6 	 16 	 315 	 52.5 MHZ
6 	 16 	 316 	 52.666666666666664 MHZ
6 	 16 	 317 	 52.833333333333336 MHZ
6 	 16 	 318 	 53.0 MHZ
6 	 16 	 319 	 53.166666666666664 MHZ
6 	 16 	 320 	 53.333333333333336 MHZ
6 	 16 	 321 	 53.5 MHZ
6 	 16 	 322 	 53.666666666666664 MHZ
6 	 16 	 323 	 53.833333333333336 MHZ
6 	 16 	 324 	 54.0 MHZ
6 	 16 	 325 	 54.166666666666664 MHZ
6 	 16 	 326 	 54.333333333333336 MHZ
6 	 16 	 327 	 54.5 MHZ
6 	 16 	 328 	 54.666666666666664 MHZ
6 	 16 	 329 	 54.833333333333336 MHZ
6 	 16 	 330 	 55.0 MHZ
6 	 16 	 331 	 55.166666666666664 MHZ
6 	 16 	 332 	 55.333333333333336 MHZ
6 	 16 	 333 	 55.5 MHZ
6 	 16 	 334 	 55.666666666666664 MHZ
6 	 16 	 335 	 55.833333333333336 MHZ
6 	 16 	 336 	 56.0 MHZ
6 	 16 	 337 	 56.166666666666664 MHZ
6 	 16 	 338 	 56.333333333333336 MHZ
6 	 16 	 339 	 56.5 MHZ
6 	 16 	 340 	 56.666666666666664 MHZ
6 	 16 	 341 	 56.833333333333336 MHZ
6 	 16 	 342 	 57.0 MHZ
6 	 16 	 343 	 57.166666666666664 MHZ
6 	 16 	 344 	 57.333333333333336 MHZ
6 	 16 	 345 	 57.5 MHZ
6 	 16 	 346 	 57.666666666666664 MHZ
6 	 16 	 347 	 57.833333333333336 MHZ
6 	 16 	 348 	 58.0 MHZ
6 	 16 	 349 	 58.166666666666664 MHZ
6 	 16 	 350 	 58.333333333333336 MHZ
6 	 16 	 351 	 58.5 MHZ
6 	 16 	 352 	 58.666666666666664 MHZ
6 	 16 	 353 	 58.833333333333336 MHZ
6 	 16 	 354 	 59.0 MHZ
6 	 16 	 355 	 59.166666666666664 MHZ
6 	 16 	 356 	 59.333333333333336 MHZ
6 	 16 	 357 	 59.5 MHZ
6 	 16 	 358 	 59.666666666666664 MHZ
6 	 16 	 359 	 59.833333333333336 MHZ
6 	 16 	 360 	 60.0 MHZ
6 	 16 	 361 	 60.166666666666664 MHZ
6 	 16 	 362 	 60.333333333333336 MHZ
6 	 16 	 363 	 60.5 MHZ
6 	 16 	 364 	 60.666666666666664 MHZ
6 	 16 	 365 	 60.833333333333336 MHZ
6 	 16 	 366 	 61.0 MHZ
6 	 16 	 367 	 61.166666666666664 MHZ
6 	 16 	 368 	 61.333333333333336 MHZ
6 	 16 	 369 	 61.5 MHZ
6 	 16 	 370 	 61.666666666666664 MHZ
6 	 16 	 371 	 61.833333333333336 MHZ
6 	 16 	 372 	 62.0 MHZ
6 	 16 	 373 	 62.166666666666664 MHZ
6 	 16 	 374 	 62.333333333333336 MHZ
6 	 16 	 375 	 62.5 MHZ
6 	 16 	 376 	 62.666666666666664 MHZ
6 	 16 	 377 	 62.833333333333336 MHZ
6 	 16 	 378 	 63.0 MHZ
6 	 16 	 379 	 63.166666666666664 MHZ
6 	 16 	 380 	 63.333333333333336 MHZ
6 	 16 	 381 	 63.5 MHZ
6 	 16 	 382 	 63.666666666666664 MHZ
6 	 16 	 383 	 63.833333333333336 MHZ
6 	 16 	 384 	 64.0 MHZ
6 	 16 	 385 	 64.16666666666667 MHZ
6 	 16 	 386 	 64.33333333333333 MHZ
6 	 16 	 387 	 64.5 MHZ
6 	 16 	 388 	 64.66666666666667 MHZ
6 	 16 	 389 	 64.83333333333333 MHZ
6 	 16 	 390 	 65.0 MHZ
6 	 16 	 391 	 65.16666666666667 MHZ
6 	 16 	 392 	 65.33333333333333 MHZ
6 	 16 	 393 	 65.5 MHZ
6 	 16 	 394 	 65.66666666666667 MHZ
6 	 16 	 395 	 65.83333333333333 MHZ
6 	 16 	 396 	 66.0 MHZ
6 	 16 	 397 	 66.16666666666667 MHZ
